,bidirectional1,bidirectional2,bidirectional3,convolution_at_end,dropout1,dropout2,dropout3,dropout_rate1,dropout_rate2,dropout_rate3,end_conv_kernel_size1,end_conv_units1,frame_length,hop_length,if_block2,if_block3,max_freq,n_mfcc,units1,units2,units3,window_type,loss,accuracy,precision,recall,auc,TP,TN,FP,FN,f1,status
161,1,1.0,,1,0,1.0,,,55.0,,12.0,160.0,1,0,1,0.0,5500.0,46.0,256.0,64.0,,1,-0.7930887825624667,0.9697104394435883,0.8243026882410049,0.7623729705810547,0.8777090907096863,1864.75,29287.25,391.25,581.75,0.7930887825624667,ok
162,0,0.0,,1,0,1.0,,,50.0,,18.0,256.0,1,3,1,0.0,4000.0,94.0,192.0,128.0,,3,-0.761257720381808,0.9669087380170822,0.84259232878685,0.6927211880683899,0.8459412455558777,1694.75,29367.25,311.25,751.75,0.761257720381808,ok
163,1,1.0,1.0,1,0,0.0,0.0,,,,15.0,160.0,1,0,1,1.0,5000.0,72.0,128.0,64.0,64.0,5,-0.7786349512482589,0.9678417146205902,0.8162154853343964,0.7419431954622269,0.8631092756986618,1816.75,29275.25,403.25,629.75,0.7786349512482589,ok
164,0,1.0,,1,0,1.0,,,80.0,,12.0,96.0,1,0,1,0.0,4500.0,118.0,256.0,128.0,,3,-0.788858752347173,0.9684966504573822,0.8029876500368118,0.7725917249917984,0.8719723075628281,1890.5,29222.5,456.0,556.0,0.788858752347173,ok
165,1,,,1,0,,,,,,18.0,192.0,0,1,0,,7000.0,36.0,192.0,,,2,-0.7354962803722457,0.9636122584342957,0.8172663152217865,0.6636930257081985,0.8214418292045593,3250.25,58662.0,721.25,1616.5,0.7354962803722457,ok
166,0,1.0,1.0,0,1,1.0,1.0,35.0,45.0,80.0,,,1,0,1,1.0,9500.0,84.0,128.0,192.0,256.0,0,-0.7354094320600426,0.9632340967655182,0.8116089403629303,0.6714379787445068,0.818824902176857,1641.25,29302.75,375.75,805.25,0.7354094320600426,ok
167,1,1.0,,1,0,1.0,,,75.0,,15.0,256.0,1,2,1,0.0,7500.0,106.0,128.0,128.0,,3,-0.7798523664785063,0.9684334695339203,0.8298999816179276,0.7326454669237137,0.8631997853517532,1796.0,29315.0,363.5,650.5,0.7798523664785063,ok
168,0,0.0,0.0,1,0,1.0,1.0,,65.0,40.0,21.0,224.0,1,0,1,1.0,6000.0,92.0,192.0,64.0,192.0,4,-0.7714440825190011,0.9672355502843857,0.8205055892467499,0.7247706651687622,0.8582904040813446,1776.25,29296.25,382.25,670.25,0.7714440825190011,ok
169,1,1.0,,1,0,0.0,,,,,18.0,160.0,1,0,1,0.0,8500.0,14.0,192.0,128.0,,2,-0.759896777027398,0.9659661501646042,0.8194844126701355,0.706258699297905,0.8459946811199188,1730.0,29301.75,376.75,716.5,0.759896777027398,ok
170,1,1.0,1.0,1,0,1.0,1.0,,60.0,65.0,15.0,96.0,0,3,1,1.0,4500.0,50.0,128.0,128.0,256.0,3,-0.7178313881085464,0.9622751623392105,0.8247498124837875,0.631028562784195,0.8001045882701874,3098.25,59037.25,646.75,1789.0,0.7178313881085464,ok
171,0,,,0,1,,,20.0,,,,,1,0,0,,6500.0,82.0,128.0,,,1,-0.7507540444200713,0.9646278768777847,0.8078808337450027,0.699806734919548,0.8335107415914536,1711.25,29277.5,401.0,735.25,0.7507540444200713,ok
172,1,1.0,,1,0,1.0,,,75.0,,15.0,192.0,1,0,1,0.0,5500.0,100.0,192.0,128.0,,5,-0.7811967632027257,0.9680135101079941,0.8132998496294022,0.7491085827350616,0.8636554926633835,1834.25,29263.25,415.25,612.25,0.7811967632027257,ok
173,0,1.0,,1,0,1.0,,,70.0,,12.0,128.0,1,1,1,0.0,9000.0,62.0,256.0,192.0,,3,-0.7807307171853857,0.9684730619192123,0.8273583948612213,0.736297607421875,0.8622411042451859,1803.0,29309.25,369.25,643.5,0.7807307171853857,ok
174,1,1.0,1.0,1,0,1.0,0.0,,40.0,,18.0,224.0,1,0,1,1.0,8000.0,110.0,128.0,64.0,128.0,2,-0.7780532499730516,0.9679523259401321,0.8207381218671799,0.7347300350666046,0.858410120010376,1804.5,29291.0,387.5,642.0,0.7780532499730516,ok
175,0,0.0,,1,0,1.0,,,70.0,,15.0,160.0,1,2,1,0.0,3000.0,28.0,192.0,128.0,,0,-0.7520332043300241,0.9655920416116714,0.8319960385560989,0.6839849054813385,0.8385040462017059,1676.0,29343.75,334.75,770.5,0.7520332043300241,ok
176,1,,,1,0,,,,,,12.0,192.0,0,0,0,,6500.0,126.0,64.0,,,3,-0.7701311249137336,0.9675958901643753,0.8308911472558975,0.7154776901006699,0.8567644506692886,3487.25,58681.0,702.25,1379.5,0.7701311249137336,ok
177,0,1.0,1.0,0,1,0.0,1.0,65.0,,60.0,,,1,3,1,1.0,7000.0,78.0,128.0,64.0,192.0,3,-0.6767378732444235,0.9573659747838974,0.798792228102684,0.5847601592540741,0.7544568181037903,1433.5,29322.0,356.5,1013.0,0.6767378732444235,ok
178,1,1.0,,1,0,1.0,,,55.0,,9.0,128.0,1,0,1,0.0,9500.0,120.0,192.0,128.0,,4,-0.7803686195357731,0.9678184688091278,0.8131058216094971,0.7468064427375793,0.8626887202262878,1836.5,29254.75,423.75,610.0,0.7803686195357731,ok
179,0,1.0,0.0,1,0,1.0,1.0,,35.0,55.0,21.0,192.0,1,0,1,1.0,8500.0,88.0,128.0,192.0,256.0,2,-0.7819476417367097,0.9683008193969727,0.8194951117038727,0.7449397891759872,0.8655465096235275,1825.75,29281.0,397.5,620.75,0.7819476417367097,ok
180,1,1.0,,1,0,1.0,,,45.0,,24.0,224.0,1,0,1,0.0,4000.0,104.0,192.0,128.0,,3,-0.7836835599505563,0.9686753153800964,0.824842631816864,0.7419411242008209,0.8664637356996536,1822.75,29296.0,382.5,623.75,0.7836835599505563,ok
181,0,0.0,1.0,1,0,1.0,0.0,,60.0,,18.0,64.0,1,1,1,1.0,5500.0,98.0,192.0,128.0,128.0,1,-0.7824171100005374,0.9684873670339584,0.8242106437683105,0.7421954870223999,0.8694957941770554,1820.0,29292.75,385.75,626.5,0.7824171100005374,ok
182,1,,,1,0,,,,,,15.0,160.0,0,0,0,,7000.0,66.0,64.0,,,5,-0.7421502242793063,0.964880183339119,0.8356209695339203,0.6661724150180817,0.8276632875204086,3247.0,58746.75,636.5,1619.75,0.7421502242793063,ok
183,0,1.0,,0,1,0.0,,60.0,,,,,1,2,1,0.0,3500.0,114.0,128.0,64.0,,3,-0.7339592244875285,0.9627283811569214,0.8029191642999649,0.6716827005147934,0.8107981830835342,1651.5,29276.25,402.25,795.0,0.7339592244875285,ok
184,1,1.0,1.0,1,0,1.0,1.0,,40.0,70.0,18.0,96.0,1,0,1,1.0,10000.0,74.0,128.0,128.0,64.0,2,-0.7711777694006139,0.9669319093227386,0.8142277151346207,0.728488028049469,0.8526124060153961,1790.0,29272.75,405.75,656.5,0.7711777694006139,ok
185,0,1.0,,1,0,1.0,,,80.0,,12.0,32.0,1,3,1,0.0,7500.0,38.0,192.0,128.0,,0,-0.7449273724071667,0.9648776799440384,0.8302717208862305,0.6719312965869904,0.8384286463260651,1647.5,29349.25,329.25,799.0,0.7449273724071667,ok
186,1,1.0,0.0,1,0,1.0,1.0,,50.0,40.0,15.0,192.0,1,0,1,1.0,6000.0,18.0,256.0,64.0,256.0,3,-0.7715851739295598,0.9672432988882065,0.8200380802154541,0.7267528772354126,0.8535251617431641,1777.25,29295.5,383.0,669.25,0.7715851739295598,ok
187,0,1.0,,1,0,1.0,,,75.0,,15.0,128.0,1,0,1,0.0,5000.0,56.0,128.0,128.0,,3,-0.7851516132513219,0.9690099209547043,0.8294512182474136,0.7421719133853912,0.8709488660097122,1819.0,29310.5,368.0,627.5,0.7851516132513219,ok
188,1,,,1,0,,,,,,18.0,224.0,0,0,0,,7500.0,44.0,256.0,,,2,-0.7556084202373379,0.9656203985214233,0.816699668765068,0.7005473077297211,0.8407607823610306,3414.5,58626.75,756.5,1452.25,0.7556084202373379,ok
189,0,0.0,1.0,0,1,1.0,0.0,30.0,35.0,,,,1,1,1,1.0,9000.0,116.0,192.0,192.0,192.0,4,-0.7464368578057673,0.9642768651247025,0.810705304145813,0.690381795167923,0.8217413127422333,1689.0,29288.5,390.0,757.5,0.7464368578057673,ok
190,1,1.0,,1,0,0.0,,,,,9.0,256.0,1,0,1,0.0,6000.0,102.0,64.0,128.0,,3,-0.7754004827737546,0.9681389927864075,0.8344553560018539,0.7190387099981308,0.862909659743309,1766.75,29334.75,343.75,679.75,0.7754004827737546,ok
191,0,1.0,1.0,1,0,1.0,1.0,,65.0,80.0,12.0,160.0,1,2,1,1.0,8500.0,128.0,128.0,256.0,256.0,1,-0.7859733978234583,0.9683177173137665,0.806839793920517,0.76336869597435,0.8670218586921692,1868.75,29238.5,440.0,577.75,0.7859733978234583,ok
192,1,1.0,,1,0,1.0,,,75.0,,15.0,192.0,1,0,1,0.0,8000.0,48.0,192.0,128.0,,5,-0.7795658278431796,0.9682313203811646,0.8251196593046188,0.7354797422885895,0.8628036379814148,1804.5,29300.0,378.5,642.0,0.7795658278431796,ok
193,0,1.0,1.0,1,0,1.0,1.0,,55.0,50.0,21.0,224.0,1,0,1,1.0,5000.0,86.0,128.0,64.0,128.0,3,-0.7820876007844846,0.9688687473535538,0.8358372449874878,0.7329049855470657,0.8699622750282288,1794.5,29330.5,348.0,652.0,0.7820876007844846,ok
194,1,,,1,0,,,,,,12.0,160.0,0,3,0,,6500.0,82.0,192.0,,,2,-0.7073242590301102,0.9615353643894196,0.8328397125005722,0.6101232469081879,0.7860036939382553,3001.0,59086.75,597.25,1886.25,0.7073242590301102,ok
195,0,1.0,,0,1,1.0,,75.0,70.0,,,,1,0,1,0.0,7000.0,62.0,256.0,128.0,,3,-0.7500556173526141,0.9650252014398575,0.8205462694168091,0.689492404460907,0.8310797959566116,1685.75,29315.75,362.75,760.75,0.7500556173526141,ok
196,1,0.0,0.0,1,0,1.0,1.0,,30.0,65.0,18.0,128.0,1,0,1,1.0,5500.0,40.0,128.0,192.0,192.0,0,-0.76999238385377,0.9670952260494232,0.8208547234535217,0.7215865701436996,0.8593050688505173,1769.25,29298.75,379.75,677.25,0.76999238385377,ok
197,0,1.0,,1,0,0.0,,,,,15.0,192.0,1,1,1,0.0,4500.0,122.0,64.0,128.0,,3,-0.783117650217473,0.9685655385255814,0.8230779767036438,0.7434465885162354,0.8562638610601425,1823.0,29292.25,386.25,623.5,0.783117650217473,ok
198,1,1.0,1.0,1,0,1.0,0.0,,30.0,,18.0,160.0,1,0,1,1.0,8000.0,108.0,192.0,128.0,192.0,4,-0.7763854380468834,0.9677793681621552,0.8216324597597122,0.7333442717790604,0.8609108328819275,1796.75,29293.25,385.25,649.75,0.7763854380468834,ok
199,0,1.0,,1,0,1.0,,,60.0,,15.0,256.0,1,2,1,0.0,2500.0,124.0,128.0,64.0,,3,-0.7709022722258989,0.9676707088947296,0.8345630466938019,0.7135880887508392,0.8569254875183105,1747.25,29339.25,339.25,699.25,0.7709022722258989,ok
